Relative Position,Speed,Acceleration,Gap,Sensor Data,Vehicle Characteristics,Behavior,Time Duration
1.4702665363738099,84.39919926180853,0.5878611702002026,8.352372225459515,Object Detected,Truck,Consistent,546.1404773205658
16.46398639261316,0.7956943275665074,2.1177953207116573,22.165324497271737,Object Detected,Truck,Consistent,1460.8354978092516
18.01482481192237,75.9536069791999,-9.773962266033596,44.09350113646142,Object Detected,Truck,Erratic,2326.7266853733204
12.406912863133657,24.57857659242996,-6.6526518918548945,38.28572511757537,Object Detected,Truck,Erratic,215.89274855390676
85.34054429819369,63.854513835706854,8.236961112103074,36.547894287437295,No Object Detected,Truck,Consistent,2039.6019242338584
35.74889603231679,73.47368603415944,-2.716900385238617,23.5656535852605,No Object Detected,Truck,Erratic,2546.673197064718
17.5177015506371,57.95973351216712,6.360112758922394,35.83530288410285,No Object Detected,Truck,Consistent,94.50259539335862
44.71519821478998,97.16172863076702,3.093052169625288,31.90906698789091,No Object Detected,Truck,Erratic,3251.7839460222176
13.35056237903407,19.262663488805455,4.019960188788829,29.005044338247792,Object Detected,Truck,Consistent,3245.290749254361
90.36949687331085,32.60823684082127,1.1968183278142845,9.451010302052326,Object Detected,Truck,Erratic,2828.936723380021
33.44451506153327,83.072284030508,9.500899262088467,6.087714458845827,Object Detected,Truck,Consistent,3122.0537624764324
88.36625294432162,24.368873920898334,-2.0233687653440358,49.095893707072406,Object Detected,Truck,Erratic,1581.2814399628242
37.40316496666535,47.53987755306952,-2.775672771474225,35.292338172486346,No Object Detected,Truck,Consistent,2769.1345960675535
39.499980988276626,46.633356245685114,-5.266865073489468,43.77158416546567,Object Detected,Truck,Consistent,1227.9658616168929
48.328915489439105,107.84555023000333,-3.8888455288898838,19.188154108270993,No Object Detected,Truck,Erratic,8.554355993618667
80.50963066675563,118.26938025775884,9.260563268417133,25.799680206260657,Object Detected,Truck,Consistent,1060.8025731683842
48.03325827555107,78.31682951271299,-9.84570341582142,2.937317350307722,Object Detected,Truck,Erratic,275.56273470807787
36.2540765381976,62.492788209528555,-1.7407891637568103,17.634353778077603,Object Detected,Truck,Consistent,2661.998537553567
44.5544079781907,13.657641529697386,-8.024307288935688,34.47583794540807,No Object Detected,Truck,Consistent,2438.1778147524647
69.83335166118268,1.0242720523826554,2.0857075752134673,27.551785456380546,Object Detected,Truck,Erratic,2862.568367656815
94.60654775000697,59.56401182897595,-1.5855699490308446,43.482496025304556,Object Detected,Truck,Consistent,1736.3008892818425
85.57987800742535,84.24450184849613,6.004685682191379,5.211013310161572,No Object Detected,Truck,Consistent,3127.0777670589023
68.77241316714321,11.248017263478033,4.131144725291634,26.734779019135097,No Object Detected,Truck,Erratic,3389.9289782512433
86.34894416547837,71.0236021824098,0.3512687680200717,38.808246484378834,Object Detected,Truck,Consistent,2978.230898674779
72.00236809286807,66.79914613803986,9.92832716803111,47.01044139666794,No Object Detected,Truck,Consistent,3261.7961849386716
30.33529454679531,109.32480460109248,6.376261743225633,33.083891039548575,No Object Detected,Truck,Erratic,1965.5176511903717
66.49756373593611,99.99954944525872,7.0204233544969625,10.899410556449945,Object Detected,Truck,Consistent,2117.1941516321567
42.09690962953988,89.14690519533696,-7.906627589403232,7.8540342311142926,No Object Detected,Truck,Consistent,3000.770880175161
1.454360804706678,62.64448724587289,0.5577301911255024,41.75941576664003,No Object Detected,Truck,Erratic,1683.2192612457557
6.119813422081455,29.277291858561114,5.658529867986449,22.895075707911953,Object Detected,Truck,Consistent,1989.5967395774376
10.508118518355714,53.32731380258019,8.216918778957197,21.17863581308773,No Object Detected,Truck,Erratic,422.83971098717467
17.97126252182364,119.21380432896665,7.904782276732426,24.75820147076122,No Object Detected,Truck,Erratic,1421.3580963703419
38.07104328001828,47.71867484494741,-1.9408953678902723,29.452506923957255,Object Detected,Truck,Erratic,2499.1716908613885
48.41162618360217,85.58655850006691,-0.25153562612113767,35.53180652161789,Object Detected,Truck,Consistent,430.3379566268448
13.830252803847465,77.65768947215894,9.105782394956925,44.419983320896435,No Object Detected,Truck,Consistent,3508.190864174939
74.70471639617993,59.76209631672374,0.7061747952272608,44.66481753067899,Object Detected,Truck,Consistent,2602.012686809551
66.56430303494186,49.622391090889884,4.884411978053269,4.721160278710651,No Object Detected,Truck,Erratic,271.34556546245153
5.087552261684025,114.52611639905733,1.1822035679119676,27.8268105719864,Object Detected,Truck,Consistent,3456.4223088258877
14.417414816487062,83.20272714428364,-1.7849110149969594,24.50180200072,Object Detected,Truck,Erratic,187.59555539987645
5.454933438999587,108.67969327547718,6.280909428012087,8.513945607106082,No Object Detected,Truck,Erratic,2890.154920725187
48.82232418489409,3.144271601475417,-2.1808765717822,48.32894057779523,No Object Detected,Truck,Consistent,3221.6691006243936
10.769705923586425,50.47322601980285,2.6786881104235256,10.19051521114896,No Object Detected,Truck,Erratic,68.48041738634087
96.27616339058504,107.41240043068194,-4.067879113602477,16.028232437564515,No Object Detected,Truck,Erratic,1544.1278406714048
96.0227201126109,8.593729350881883,4.665363080812243,37.72103647229729,Object Detected,Truck,Consistent,28.0602037298058
77.75486836033237,37.98136013352551,7.432859955127839,16.78624854377113,No Object Detected,Truck,Consistent,632.752409897658
73.87073206866174,80.86986601282007,3.0706488933727965,15.850169599599983,Object Detected,Truck,Erratic,693.8462080173709
71.58114185279902,13.312239195268925,0.49471925839510433,31.525272056481633,Object Detected,Truck,Consistent,2085.7439710874505
78.07164801640053,40.74397812126713,2.74122415119286,21.023100108682996,No Object Detected,Truck,Erratic,2451.2488287260103
87.94749695236757,87.01298047648925,-9.288551403695744,34.51133744845244,No Object Detected,Truck,Consistent,2570.479539577317
39.842522393616264,66.96282256583002,-2.260356912324748,1.2374574514350367,Object Detected,Truck,Consistent,226.15901874415462
1.6174700493248984,8.635058475512674,8.775809793651742,29.844126394239463,Object Detected,Truck,Erratic,1297.8226812508703
34.36971555764231,61.6606760240588,-6.949173220089171,45.17700611576254,No Object Detected,Truck,Erratic,44.28778911693336
